latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.808434,-73.89206,2.0,-14400,America/New_York,GMT-4

time,weather_code (wmo code),temperature_2m_mean (°F),rain_sum (mm),precipitation_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h)
2012-07-30,51,72.4,0.80,0.80,0.00,5.0,8.5
2012-07-31,3,71.8,0.00,0.00,0.00,0.0,6.5
2012-08-01,63,73.0,10.30,10.30,0.00,9.0,6.7
2012-08-02,3,76.7,0.00,0.00,0.00,0.0,5.4
2012-08-03,3,79.9,0.00,0.00,0.00,0.0,8.2
2012-08-04,2,80.1,0.00,0.00,0.00,0.0,10.2
2012-08-05,61,81.6,4.60,4.60,0.00,3.0,12.5
2012-08-06,61,78.6,3.60,3.60,0.00,7.0,9.9
2012-08-07,3,74.7,0.00,0.00,0.00,0.0,6.1
2012-08-08,3,78.0,0.00,0.00,0.00,0.0,6.8
2012-08-09,53,78.6,0.70,0.70,0.00,2.0,9.1
2012-08-10,61,76.5,8.00,8.00,0.00,13.0,8.6
2012-08-11,61,77.0,6.40,6.40,0.00,9.0,10.5
2012-08-12,53,76.8,3.60,3.60,0.00,5.0,8.4
2012-08-13,3,75.6,0.00,0.00,0.00,0.0,7.9
2012-08-14,63,74.7,6.30,6.30,0.00,9.0,9.1
2012-08-15,63,74.0,20.60,20.60,0.00,17.0,4.9
2012-08-16,51,75.0,0.60,0.60,0.00,2.0,7.4
2012-08-17,53,75.6,1.80,1.80,0.00,4.0,8.9
2012-08-18,61,71.8,11.30,11.30,0.00,9.0,7.1
2012-08-19,3,68.9,0.00,0.00,0.00,0.0,6.2
2012-08-20,3,72.2,0.00,0.00,0.00,0.0,5.0
2012-08-21,3,72.5,0.00,0.00,0.00,0.0,5.6
2012-08-22,51,73.5,0.10,0.10,0.00,1.0,6.0
2012-08-23,3,74.0,0.00,0.00,0.00,0.0,7.3
2012-08-24,3,74.7,0.00,0.00,0.00,0.0,6.1
2012-08-25,51,74.4,0.40,0.40,0.00,2.0,9.4
2012-08-26,2,72.7,0.00,0.00,0.00,0.0,7.9
2012-08-27,63,73.2,5.80,5.80,0.00,10.0,7.6
2012-08-28,61,76.6,5.60,5.60,0.00,6.0,10.7
2012-08-29,1,71.4,0.00,0.00,0.00,0.0,9.5
2012-08-30,1,71.8,0.00,0.00,0.00,0.0,7.4
2012-08-31,1,77.1,0.00,0.00,0.00,0.0,9.4
2012-09-01,3,78.0,0.00,0.00,0.00,0.0,9.0
2012-09-02,61,73.8,2.40,2.40,0.00,5.0,7.1
2012-09-03,61,71.4,2.70,2.70,0.00,7.0,8.5
2012-09-04,61,73.9,9.40,9.40,0.00,18.0,8.3
2012-09-05,61,76.1,13.80,13.80,0.00,16.0,12.1
2012-09-06,3,74.4,0.00,0.00,0.00,0.0,5.2
2012-09-07,55,75.0,2.60,2.60,0.00,5.0,6.9
2012-09-08,63,74.1,15.60,15.60,0.00,11.0,15.1
2012-09-09,53,68.7,2.10,2.10,0.00,4.0,8.6
2012-09-10,3,64.9,0.00,0.00,0.00,0.0,12.6
2012-09-11,3,61.9,0.00,0.00,0.00,0.0,6.5
2012-09-12,3,67.5,0.00,0.00,0.00,0.0,6.9
2012-09-13,0,67.7,0.00,0.00,0.00,0.0,6.7
2012-09-14,3,68.4,0.00,0.00,0.00,0.0,7.5
2012-09-15,51,66.5,0.10,0.10,0.00,1.0,11.4
2012-09-16,3,63.4,0.00,0.00,0.00,0.0,6.4
2012-09-17,3,66.4,0.00,0.00,0.00,0.0,7.8
2012-09-18,63,69.7,32.60,32.60,0.00,20.0,22.0
2012-09-19,63,64.0,10.20,10.20,0.00,5.0,13.3
2012-09-20,51,60.6,0.20,0.20,0.00,1.0,8.0
2012-09-21,3,63.8,0.00,0.00,0.00,0.0,6.1
2012-09-22,51,66.5,1.40,1.40,0.00,5.0,11.0
2012-09-23,51,62.3,0.20,0.20,0.00,1.0,10.8
2012-09-24,3,57.6,0.00,0.00,0.00,0.0,8.4
2012-09-25,3,60.2,0.00,0.00,0.00,0.0,10.6
2012-09-26,51,67.1,0.30,0.30,0.00,1.0,9.1
2012-09-27,61,66.2,4.70,4.70,0.00,5.0,5.3
2012-09-28,63,66.1,10.20,10.20,0.00,20.0,8.8
2012-09-29,51,59.8,1.00,1.00,0.00,6.0,5.8
2012-09-30,51,59.3,0.20,0.20,0.00,1.0,8.3
2012-10-01,3,59.5,0.00,0.00,0.00,0.0,10.3
2012-10-02,63,64.1,22.10,22.10,0.00,7.0,8.5
2012-10-03,53,67.7,1.20,1.20,0.00,3.0,4.6
2012-10-04,55,68.2,4.00,4.00,0.00,8.0,4.4
2012-10-05,1,66.7,0.00,0.00,0.00,0.0,5.6
2012-10-06,51,64.9,0.20,0.20,0.00,1.0,12.4
2012-10-07,53,52.0,2.90,2.90,0.00,6.0,7.6
2012-10-08,53,50.6,2.10,2.10,0.00,4.0,7.0
2012-10-09,53,55.8,1.00,1.00,0.00,2.0,10.1
2012-10-10,51,59.5,1.00,1.00,0.00,5.0,11.0
2012-10-11,1,52.7,0.00,0.00,0.00,0.0,12.0
2012-10-12,3,49.5,0.00,0.00,0.00,0.0,13.1
2012-10-13,3,45.5,0.00,0.00,0.00,0.0,9.1
2012-10-14,3,59.0,0.00,0.00,0.00,0.0,12.4
2012-10-15,61,63.9,7.50,7.50,0.00,10.0,11.2
2012-10-16,3,53.8,0.00,0.00,0.00,0.0,13.8
2012-10-17,3,51.0,0.00,0.00,0.00,0.0,5.1
2012-10-18,51,56.9,0.40,0.40,0.00,1.0,10.5
2012-10-19,63,63.1,30.00,30.00,0.00,15.0,12.8
2012-10-20,51,61.4,0.20,0.20,0.00,1.0,9.5
2012-10-21,2,54.9,0.00,0.00,0.00,0.0,11.4
2012-10-22,1,55.6,0.00,0.00,0.00,0.0,9.8
2012-10-23,53,56.8,1.20,1.20,0.00,2.0,5.2
2012-10-24,53,58.0,1.70,1.70,0.00,5.0,6.0
2012-10-25,51,58.2,0.70,0.70,0.00,4.0,5.2
2012-10-26,3,60.4,0.00,0.00,0.00,0.0,4.0
2012-10-27,3,59.5,0.00,0.00,0.00,0.0,8.4
2012-10-28,51,56.4,0.40,0.40,0.00,2.0,16.0
2012-10-29,63,56.0,31.00,31.00,0.00,18.0,37.6
2012-10-30,55,53.4,9.60,9.60,0.00,15.0,28.2
2012-10-31,51,48.3,0.80,0.80,0.00,3.0,10.6
2012-11-01,3,47.0,0.00,0.00,0.00,0.0,10.4
2012-11-02,3,47.7,0.00,0.00,0.00,0.0,12.0
2012-11-03,3,44.0,0.00,0.00,0.00,0.0,14.3
2012-11-04,3,43.3,0.00,0.00,0.00,0.0,9.2
2012-11-05,3,41.5,0.00,0.00,0.00,0.0,9.5
2012-11-06,3,36.6,0.00,0.00,0.00,0.0,7.3
2012-11-07,75,36.2,2.50,17.90,10.78,14.0,17.6
2012-11-08,73,37.6,0.30,3.40,2.38,7.0,15.6
2012-11-09,0,38.5,0.00,0.00,0.00,0.0,11.6
2012-11-10,3,45.1,0.00,0.00,0.00,0.0,4.7
2012-11-11,3,50.4,0.00,0.00,0.00,0.0,6.7
2012-11-12,3,53.4,0.00,0.00,0.00,0.0,9.8
2012-11-13,55,49.0,5.20,5.20,0.00,10.0,14.1
2012-11-14,0,39.9,0.00,0.00,0.00,0.0,9.9
2012-11-15,3,38.0,0.00,0.00,0.00,0.0,8.2
2012-11-16,3,38.7,0.00,0.00,0.00,0.0,6.7
2012-11-17,1,39.8,0.00,0.00,0.00,0.0,9.2
2012-11-18,3,40.2,0.00,0.00,0.00,0.0,7.3
2012-11-19,3,42.6,0.00,0.00,0.00,0.0,8.4
2012-11-20,3,41.4,0.00,0.00,0.00,0.0,5.3
2012-11-21,3,42.0,0.00,0.00,0.00,0.0,6.2
2012-11-22,0,42.5,0.00,0.00,0.00,0.0,5.8
2012-11-23,51,44.4,0.30,0.30,0.00,1.0,6.8
2012-11-24,51,40.6,0.20,0.20,0.00,1.0,16.5
2012-11-25,3,35.5,0.00,0.00,0.00,0.0,11.9
2012-11-26,3,36.9,0.00,0.00,0.00,0.0,9.0
2012-11-27,73,36.2,7.90,10.20,1.61,13.0,9.0
2012-11-28,3,35.3,0.00,0.00,0.00,0.0,9.2
2012-11-29,3,34.8,0.00,0.00,0.00,0.0,9.5
2012-11-30,3,37.4,0.00,0.00,0.00,0.0,9.1
2012-12-01,3,42.1,0.00,0.00,0.00,0.0,10.7
2012-12-02,61,44.0,2.50,2.50,0.00,4.0,7.1
2012-12-03,51,49.5,0.30,0.30,0.00,1.0,6.5
2012-12-04,51,51.6,0.40,0.40,0.00,1.0,7.2
2012-12-05,51,48.9,0.40,0.40,0.00,2.0,14.4
2012-12-06,3,34.0,0.00,0.00,0.00,0.0,10.3
2012-12-07,53,37.2,2.50,2.50,0.00,9.0,4.4
2012-12-08,63,44.8,9.50,9.50,0.00,8.0,4.7
2012-12-09,53,44.3,4.40,4.40,0.00,14.0,10.0
2012-12-10,53,53.6,2.30,2.30,0.00,7.0,9.2
2012-12-11,51,45.1,0.80,0.80,0.00,5.0,12.5
2012-12-12,3,38.0,0.00,0.00,0.00,0.0,4.0
2012-12-13,3,37.0,0.00,0.00,0.00,0.0,5.6
2012-12-14,3,35.6,0.00,0.00,0.00,0.0,8.2
2012-12-15,3,36.4,0.00,0.00,0.00,0.0,6.0
2012-12-16,53,43.1,1.70,1.70,0.00,6.0,11.2
2012-12-17,53,42.8,6.00,6.00,0.00,11.0,9.8
2012-12-18,63,48.2,11.10,11.10,0.00,7.0,12.3
2012-12-19,2,41.3,0.00,0.00,0.00,0.0,15.1
2012-12-20,51,36.6,0.70,0.70,0.00,3.0,10.1
2012-12-21,63,45.7,29.30,29.30,0.00,13.0,27.2
2012-12-22,3,35.9,0.00,0.00,0.00,0.0,21.6
2012-12-23,2,35.2,0.00,0.00,0.00,0.0,11.9
2012-12-24,73,33.0,1.30,2.50,0.84,4.0,6.8
2012-12-25,71,36.8,1.00,1.10,0.07,2.0,9.1
2012-12-26,75,32.3,12.30,17.60,3.71,10.0,20.6
2012-12-27,61,37.7,11.50,11.50,0.00,14.0,24.3
2012-12-28,3,31.3,0.00,0.00,0.00,0.0,12.1
2012-12-29,73,32.1,1.20,8.40,5.11,14.0,9.8
2012-12-30,2,28.5,0.00,0.00,0.00,0.0,18.3
2012-12-31,3,29.3,0.00,0.00,0.00,0.0,11.3
2013-01-01,3,33.7,0.00,0.00,0.00,0.0,11.9
2013-01-02,3,23.7,0.00,0.00,0.00,0.0,10.1
2013-01-03,3,22.4,0.00,0.00,0.00,0.0,8.7
2013-01-04,1,28.5,0.00,0.00,0.00,0.0,13.5
2013-01-05,3,32.5,0.00,0.00,0.00,0.0,11.2
2013-01-06,71,33.9,0.00,0.40,0.35,2.0,6.9
2013-01-07,0,34.4,0.00,0.00,0.00,0.0,8.9
2013-01-08,3,34.4,0.00,0.00,0.00,0.0,8.6
2013-01-09,3,39.0,0.00,0.00,0.00,0.0,11.8
2013-01-10,3,38.4,0.00,0.00,0.00,0.0,10.7
2013-01-11,61,36.9,9.50,9.50,0.00,9.0,6.0
2013-01-12,61,44.7,1.80,1.80,0.00,2.0,5.8
2013-01-13,3,44.2,0.00,0.00,0.00,0.0,5.1
2013-01-14,51,49.8,0.30,0.30,0.00,3.0,7.4
2013-01-15,55,37.7,3.50,3.50,0.00,7.0,6.3
2013-01-16,75,34.3,7.30,15.20,5.53,16.0,7.4
2013-01-17,71,36.5,0.00,0.10,0.07,1.0,8.5
2013-01-18,71,27.1,0.10,1.00,0.70,5.0,12.7
2013-01-19,3,34.4,0.00,0.00,0.00,0.0,14.1
2013-01-20,2,41.4,0.00,0.00,0.00,0.0,16.1
2013-01-21,71,30.1,0.00,0.10,0.35,1.0,10.8
2013-01-22,3,22.5,0.00,0.00,0.00,0.0,16.3
2013-01-23,3,16.9,0.00,0.00,0.00,0.0,13.2
2013-01-24,3,18.1,0.00,0.00,0.00,0.0,18.4
2013-01-25,73,19.3,0.00,1.10,0.77,5.0,11.6
2013-01-26,3,21.2,0.00,0.00,0.00,0.0,10.3
2013-01-27,3,23.2,0.00,0.00,0.00,0.0,8.9
2013-01-28,73,29.8,3.30,4.50,0.91,10.0,10.4
2013-01-29,3,39.1,0.00,0.00,0.00,0.0,6.9
2013-01-30,51,49.6,0.10,0.10,0.00,1.0,12.1
2013-01-31,63,45.0,15.50,15.50,0.00,9.0,27.2
2013-02-01,3,29.1,0.00,0.00,0.00,0.0,17.1
2013-02-02,73,25.1,0.00,0.50,0.42,2.0,12.0
2013-02-03,73,26.6,0.00,1.00,0.77,5.0,5.4
2013-02-04,3,25.2,0.00,0.00,0.00,0.0,13.4
2013-02-05,71,28.1,0.00,1.00,1.33,8.0,5.0
2013-02-06,71,31.0,0.00,0.10,0.21,1.0,11.1
2013-02-07,3,27.3,0.00,0.00,0.00,0.0,6.9
2013-02-08,75,33.4,5.20,36.30,21.77,17.0,17.5
2013-02-09,75,25.6,0.00,16.50,11.55,8.0,16.3
2013-02-10,3,17.1,0.00,0.00,0.00,0.0,9.0
2013-02-11,71,34.5,9.40,9.50,0.07,10.0,6.3
2013-02-12,51,34.7,0.40,0.40,0.00,1.0,12.2
2013-02-13,71,31.3,1.00,1.20,0.14,4.0,6.7
2013-02-14,73,32.2,0.10,1.10,0.70,3.0,6.1
2013-02-15,3,33.9,0.00,0.00,0.00,0.0,6.3
2013-02-16,73,32.9,0.50,1.10,0.77,4.0,10.4
2013-02-17,71,24.7,0.00,0.80,0.63,6.0,20.2
2013-02-18,3,20.8,0.00,0.00,0.00,0.0,18.2
2013-02-19,55,33.3,5.90,5.90,0.00,8.0,14.1
2013-02-20,3,29.6,0.00,0.00,0.00,0.0,17.2
2013-02-21,1,25.3,0.00,0.00,0.00,0.0,16.2
2013-02-22,71,28.0,0.20,0.40,0.14,2.0,12.8
2013-02-23,53,36.8,2.20,2.20,0.00,7.0,9.9
2013-02-24,51,37.3,0.10,0.10,0.00,1.0,11.9
2013-02-25,3,35.9,0.00,0.00,0.00,0.0,9.3
2013-02-26,51,36.1,0.90,0.90,0.00,3.0,15.4
2013-02-27,55,42.8,10.20,10.20,0.00,15.0,20.4
2013-02-28,51,39.8,0.80,0.80,0.00,3.0,7.6
2013-03-01,3,38.1,0.00,0.00,0.00,0.0,9.5
2013-03-02,71,34.7,0.00,0.00,0.14,0.0,9.1
2013-03-03,3,33.2,0.00,0.00,0.00,0.0,10.8
2013-03-04,0,32.4,0.00,0.00,0.00,0.0,14.9
2013-03-05,3,36.2,0.00,0.00,0.00,0.0,11.7
2013-03-06,73,36.1,2.90,3.90,0.70,13.0,20.9
2013-03-07,73,35.5,1.00,6.50,3.85,21.0,17.2
2013-03-08,73,34.1,0.60,9.90,6.51,18.0,13.9
2013-03-09,3,36.5,0.00,0.00,0.00,0.0,13.8
2013-03-10,3,36.3,0.00,0.00,0.00,0.0,7.8
2013-03-11,3,42.3,0.00,0.00,0.00,0.0,8.9
2013-03-12,63,49.2,20.10,20.10,0.00,14.0,17.3
2013-03-13,3,40.8,0.00,0.00,0.00,0.0,11.5
2013-03-14,3,34.4,0.00,0.00,0.00,0.0,19.1
2013-03-15,3,36.5,0.00,0.00,0.00,0.0,16.9
2013-03-16,73,34.8,0.10,2.10,1.40,7.0,7.7
2013-03-17,3,33.6,0.00,0.00,0.00,0.0,11.5
2013-03-18,75,30.9,0.30,7.40,5.11,7.0,12.8
2013-03-19,73,37.5,4.10,6.40,1.61,7.0,16.0
2013-03-20,3,35.8,0.00,0.00,0.00,0.0,16.3
2013-03-21,71,34.3,0.00,0.00,0.21,0.0,11.5
2013-03-22,3,33.5,0.00,0.00,0.00,0.0,13.7
2013-03-23,3,36.3,0.00,0.00,0.00,0.0,16.0
2013-03-24,3,36.8,0.00,0.00,0.00,0.0,8.8
2013-03-25,73,35.7,5.00,7.20,1.54,15.0,11.6
2013-03-26,3,39.5,0.00,0.00,0.00,0.0,9.7
2013-03-27,51,40.5,0.30,0.30,0.00,2.0,10.4
2013-03-28,51,41.3,0.20,0.20,0.00,1.0,9.4
2013-03-29,3,43.1,0.00,0.00,0.00,0.0,9.2
2013-03-30,3,43.7,0.00,0.00,0.00,0.0,7.8
2013-03-31,53,43.9,2.40,2.40,0.00,6.0,12.3
2013-04-01,51,47.8,0.60,0.60,0.00,4.0,15.0
2013-04-02,3,37.0,0.00,0.00,0.00,0.0,17.2
2013-04-03,3,37.3,0.00,0.00,0.00,0.0,16.3
2013-04-04,3,38.6,0.00,0.00,0.00,0.0,11.2
2013-04-05,3,46.0,0.00,0.00,0.00,0.0,13.3
2013-04-06,2,40.8,0.00,0.00,0.00,0.0,12.9
2013-04-07,51,44.9,0.30,0.30,0.00,1.0,14.1
2013-04-08,3,54.0,0.00,0.00,0.00,0.0,8.7
2013-04-09,3,63.2,0.00,0.00,0.00,0.0,12.9
2013-04-10,51,59.7,0.40,0.40,0.00,1.0,9.4
2013-04-11,53,54.5,1.70,1.70,0.00,4.0,10.0
2013-04-12,63,43.1,15.10,15.10,0.00,13.0,16.3
2013-04-13,3,47.4,0.00,0.00,0.00,0.0,8.8
2013-04-14,3,48.3,0.00,0.00,0.00,0.0,13.3
2013-04-15,3,46.4,0.00,0.00,0.00,0.0,8.2
2013-04-16,55,52.5,1.00,1.00,0.00,1.0,13.7
2013-04-17,51,58.6,0.80,0.80,0.00,3.0,9.7
2013-04-18,3,50.5,0.00,0.00,0.00,0.0,11.0
2013-04-19,51,61.9,0.60,0.60,0.00,2.0,16.0
2013-04-20,63,53.6,9.80,9.80,0.00,8.0,14.6
2013-04-21,3,44.6,0.00,0.00,0.00,0.0,12.6
2013-04-22,3,44.6,0.00,0.00,0.00,0.0,14.3
2013-04-23,3,44.6,0.00,0.00,0.00,0.0,11.5
2013-04-24,3,53.0,0.00,0.00,0.00,0.0,10.6
2013-04-25,51,54.7,0.50,0.50,0.00,2.0,14.6
2013-04-26,2,52.8,0.00,0.00,0.00,0.0,8.3
2013-04-27,2,53.6,0.00,0.00,0.00,0.0,9.5
2013-04-28,3,54.8,0.00,0.00,0.00,0.0,11.6
2013-04-29,51,53.2,0.40,0.40,0.00,2.0,8.3
2013-04-30,3,55.2,0.00,0.00,0.00,0.0,9.4
2013-05-01,0,53.4,0.00,0.00,0.00,0.0,10.2
2013-05-02,3,56.6,0.00,0.00,0.00,0.0,7.1
2013-05-03,3,54.4,0.00,0.00,0.00,0.0,9.9
2013-05-04,0,53.4,0.00,0.00,0.00,0.0,10.3
2013-05-05,2,50.3,0.00,0.00,0.00,0.0,8.6
2013-05-06,3,52.9,0.00,0.00,0.00,0.0,8.0
2013-05-07,3,57.7,0.00,0.00,0.00,0.0,8.6
2013-05-08,63,58.4,20.20,20.20,0.00,12.0,9.3
2013-05-09,55,58.5,6.00,6.00,0.00,10.0,6.4
2013-05-10,3,63.8,0.00,0.00,0.00,0.0,7.2
2013-05-11,63,64.1,16.50,16.50,0.00,18.0,10.2
2013-05-12,51,60.7,0.40,0.40,0.00,2.0,15.3
2013-05-13,3,50.2,0.00,0.00,0.00,0.0,12.6
2013-05-14,3,49.8,0.00,0.00,0.00,0.0,10.2
2013-05-15,51,57.1,0.30,0.30,0.00,2.0,10.6
2013-05-16,3,66.5,0.00,0.00,0.00,0.0,8.7
2013-05-17,3,62.5,0.00,0.00,0.00,0.0,9.3
2013-05-18,51,60.1,0.70,0.70,0.00,3.0,7.2
2013-05-19,51,57.8,2.40,2.40,0.00,11.0,9.9
2013-05-20,3,65.8,0.00,0.00,0.00,0.0,6.7
2013-05-21,3,73.1,0.00,0.00,0.00,0.0,8.2
2013-05-22,53,73.1,1.50,1.50,0.00,3.0,8.9
2013-05-23,63,69.7,15.70,15.70,0.00,18.0,11.6
2013-05-24,55,58.5,7.40,7.40,0.00,15.0,15.0
2013-05-25,53,48.2,10.80,10.80,0.00,20.0,19.7
2013-05-26,3,55.1,0.00,0.00,0.00,0.0,18.3
2013-05-27,3,58.9,0.00,0.00,0.00,0.0,8.3
2013-05-28,61,58.0,5.30,5.30,0.00,8.0,5.8
2013-05-29,51,68.6,0.10,0.10,0.00,1.0,7.0
2013-05-30,2,77.6,0.00,0.00,0.00,0.0,8.3
2013-05-31,3,77.5,0.00,0.00,0.00,0.0,7.7
2013-06-01,2,77.4,0.00,0.00,0.00,0.0,8.6
2013-06-02,61,77.5,5.40,5.40,0.00,5.0,11.5
2013-06-03,63,71.3,23.80,23.80,0.00,10.0,9.9
2013-06-04,2,65.2,0.00,0.00,0.00,0.0,11.5
2013-06-05,3,62.8,0.00,0.00,0.00,0.0,8.4
2013-06-06,53,62.5,1.40,1.40,0.00,3.0,11.4
2013-06-07,63,60.7,45.00,45.00,0.00,24.0,14.4
2013-06-08,61,66.2,6.20,6.20,0.00,6.0,16.1
2013-06-09,3,69.3,0.00,0.00,0.00,0.0,7.4
2013-06-10,63,65.6,23.60,23.60,0.00,14.0,11.4
2013-06-11,63,72.1,7.60,7.60,0.00,9.0,15.0
2013-06-12,3,68.0,0.00,0.00,0.00,0.0,15.0
2013-06-13,63,61.6,31.10,31.10,0.00,16.0,16.8
2013-06-14,61,61.8,5.60,5.60,0.00,8.0,17.0
2013-06-15,3,68.4,0.00,0.00,0.00,0.0,9.3
2013-06-16,3,70.6,0.00,0.00,0.00,0.0,11.9
2013-06-17,3,73.5,0.00,0.00,0.00,0.0,9.5
2013-06-18,53,70.3,3.20,3.20,0.00,8.0,10.0
2013-06-19,3,67.1,0.00,0.00,0.00,0.0,10.3
2013-06-20,3,67.4,0.00,0.00,0.00,0.0,8.9
2013-06-21,3,69.0,0.00,0.00,0.00,0.0,8.3
2013-06-22,3,70.1,0.00,0.00,0.00,0.0,8.7
2013-06-23,51,74.5,0.20,0.20,0.00,1.0,11.2
2013-06-24,55,79.9,1.20,1.20,0.00,2.0,8.6
2013-06-25,3,80.1,0.00,0.00,0.00,0.0,13.0
2013-06-26,55,79.7,3.40,3.40,0.00,5.0,10.1
2013-06-27,63,76.7,11.90,11.90,0.00,11.0,13.6
2013-06-28,63,76.8,12.00,12.00,0.00,12.0,12.9
2013-06-29,61,75.7,2.00,2.00,0.00,5.0,9.1
2013-06-30,61,74.6,4.60,4.60,0.00,9.0,11.2
2013-07-01,63,74.0,14.50,14.50,0.00,18.0,9.2
2013-07-02,63,75.6,9.20,9.20,0.00,17.0,9.5
2013-07-03,61,76.7,6.20,6.20,0.00,11.0,9.7
2013-07-04,3,79.9,0.00,0.00,0.00,0.0,10.5
2013-07-05,2,80.9,0.00,0.00,0.00,0.0,8.9
2013-07-06,3,82.7,0.00,0.00,0.00,0.0,9.2
2013-07-07,51,83.4,0.20,0.20,0.00,1.0,8.4
2013-07-08,51,80.5,0.20,0.20,0.00,1.0,8.7
2013-07-09,53,79.9,0.60,0.60,0.00,1.0,6.8
2013-07-10,65,78.8,17.60,17.60,0.00,7.0,11.3
2013-07-11,61,77.5,5.40,5.40,0.00,6.0,8.2
2013-07-12,61,73.0,10.30,10.30,0.00,12.0,12.4
2013-07-13,61,74.9,9.30,9.30,0.00,20.0,12.8
2013-07-14,3,80.1,0.00,0.00,0.00,0.0,6.9
2013-07-15,2,82.7,0.00,0.00,0.00,0.0,8.1
2013-07-16,1,82.4,0.00,0.00,0.00,0.0,7.9
2013-07-17,2,83.4,0.00,0.00,0.00,0.0,6.8
2013-07-18,51,86.3,0.20,0.20,0.00,1.0,7.3
2013-07-19,51,86.3,0.70,0.70,0.00,2.0,12.4
2013-07-20,63,83.5,12.40,12.40,0.00,4.0,12.7
2013-07-21,61,78.2,1.70,1.70,0.00,2.0,6.8
2013-07-22,61,77.2,5.40,5.40,0.00,9.0,7.1
2013-07-23,63,78.6,24.50,24.50,0.00,11.0,8.4
2013-07-24,3,76.5,0.00,0.00,0.00,0.0,10.7
2013-07-25,53,66.5,0.90,0.90,0.00,3.0,11.4
2013-07-26,3,71.5,0.00,0.00,0.00,0.0,8.4
2013-07-27,3,72.5,0.00,0.00,0.00,0.0,9.3
2013-07-28,55,72.2,3.50,3.50,0.00,7.0,10.3
2013-07-29,63,74.0,15.90,15.90,0.00,7.0,9.7
2013-07-30,3,71.5,0.00,0.00,0.00,0.0,7.5
2013-07-31,3,71.7,0.00,0.00,0.00,0.0,6.8
2013-08-01,61,69.8,9.20,9.20,0.00,9.0,9.3
2013-08-02,3,73.6,0.00,0.00,0.00,0.0,11.3
2013-08-03,55,69.9,2.70,2.70,0.00,7.0,8.8
2013-08-04,1,70.2,0.00,0.00,0.00,0.0,10.3
2013-08-05,3,67.9,0.00,0.00,0.00,0.0,8.8
2013-08-06,3,70.6,0.00,0.00,0.00,0.0,8.8
2013-08-07,51,69.9,0.20,0.20,0.00,2.0,10.3
2013-08-08,63,74.1,11.80,11.80,0.00,11.0,10.3
2013-08-09,61,75.2,9.30,9.30,0.00,15.0,11.7
2013-08-10,3,74.7,0.00,0.00,0.00,0.0,10.1
2013-08-11,3,71.0,0.00,0.00,0.00,0.0,7.3
2013-08-12,53,73.2,2.50,2.50,0.00,7.0,5.7
2013-08-13,63,72.4,13.40,13.40,0.00,8.0,6.3
2013-08-14,3,67.8,0.00,0.00,0.00,0.0,15.8
2013-08-15,2,66.5,0.00,0.00,0.00,0.0,7.0
2013-08-16,3,69.3,0.00,0.00,0.00,0.0,6.2
2013-08-17,3,69.8,0.00,0.00,0.00,0.0,5.1
2013-08-18,51,69.5,0.50,0.50,0.00,2.0,5.5
2013-08-19,51,71.1,0.40,0.40,0.00,1.0,7.6
2013-08-20,1,75.0,0.00,0.00,0.00,0.0,6.3
2013-08-21,3,76.9,0.00,0.00,0.00,0.0,5.6
2013-08-22,55,76.0,4.20,4.20,0.00,7.0,8.9
2013-08-23,3,74.7,0.00,0.00,0.00,0.0,10.0
2013-08-24,0,70.0,0.00,0.00,0.00,0.0,9.7
2013-08-25,3,71.1,0.00,0.00,0.00,0.0,8.6
2013-08-26,51,72.4,0.60,0.60,0.00,3.0,10.2
2013-08-27,53,76.2,2.00,2.00,0.00,5.0,11.6
2013-08-28,53,75.5,1.40,1.40,0.00,4.0,4.1
2013-08-29,51,72.6,0.70,0.70,0.00,4.0,7.5
2013-08-30,3,74.3,0.00,0.00,0.00,0.0,8.6
2013-08-31,53,76.9,0.60,0.60,0.00,2.0,9.4
2013-09-01,61,76.2,3.20,3.20,0.00,6.0,6.2
2013-09-02,61,75.3,6.90,6.90,0.00,10.0,5.1
2013-09-03,61,74.7,4.10,4.10,0.00,6.0,8.7
2013-09-04,0,71.3,0.00,0.00,0.00,0.0,8.1
2013-09-05,3,69.1,0.00,0.00,0.00,0.0,9.8
2013-09-06,2,62.4,0.00,0.00,0.00,0.0,9.0
2013-09-07,3,65.9,0.00,0.00,0.00,0.0,5.9
2013-09-08,51,70.0,0.20,0.20,0.00,1.0,11.6
2013-09-09,3,63.3,0.00,0.00,0.00,0.0,8.8
2013-09-10,51,74.5,0.50,0.50,0.00,2.0,10.6
2013-09-11,51,81.3,0.20,0.20,0.00,1.0,8.5
2013-09-12,63,78.4,10.60,10.60,0.00,7.0,9.8
2013-09-13,51,69.9,1.00,1.00,0.00,4.0,11.3
2013-09-14,3,61.4,0.00,0.00,0.00,0.0,11.1
2013-09-15,3,61.3,0.00,0.00,0.00,0.0,6.8
2013-09-16,51,62.9,0.50,0.50,0.00,3.0,11.0
2013-09-17,0,56.8,0.00,0.00,0.00,0.0,13.3
2013-09-18,0,59.5,0.00,0.00,0.00,0.0,5.2
2013-09-19,0,62.1,0.00,0.00,0.00,0.0,5.9
2013-09-20,0,63.8,0.00,0.00,0.00,0.0,7.9
2013-09-21,53,65.7,1.30,1.30,0.00,5.0,15.7
