,normalized_street_name,Vol
287,3-39 street,50.71153846153846
288,3-4 avenue,156.96703296703296
289,3-4 avenue line,91.8076923076923
290,3-43 street,19.334615384615386
291,3-5 avenue,60.71043771043771
292,3-58 street,20.43076923076923
293,3-64 street,112.38372093023256
294,3-65 street,64.69871794871794
295,3-7 avenue,20.0
296,3-86 street,46.11088709677419
297,3-9 avenue,37.0
298,3-9 street,65.30307692307693
299,3-9 street bridge,61.277992277992276
300,3-adams street,199.4010989010989
301,3-anthony street,2.7948717948717947
302,3-argyle road,21.73076923076923
303,3-ashford street,35.94551282051282
304,3-atlantic avenue,212.86779324055667
305,3-avenue b,98.5
306,3-avenue d,50.791666666666664
307,3-avenue f,16.0
308,3-avenue i,70.62362637362638
309,3-avenue j,40.84436274509804
310,3-avenue k,79.0
311,3-avenue l,73.20091324200914
312,3-avenue m,49.25907258064516
313,3-avenue o,37.61089494163424
314,3-avenue p,125.74450549450549
315,3-avenue r,58.833333333333336
316,3-avenue t,37.88297872340426
317,3-avenue u,126.55465587044534
318,3-avenue v,16.462237762237763
319,3-avenue west,53.36904761904762
320,3-avenue x,37.13607990012484
321,3-bay 29 street,16.866336633663366
322,3-bay parkway,186.22766097240472
323,3-bay ridge avenue,14.245098039215685
324,3-bay street,40.2275641025641
325,3-bedford avenue,43.35576923076923
326,3-belmont avenue,19.098684210526315
327,3-belt parkway,842.4013911620294
328,3-belt parkway eb en cropsey avenue sb,130.22483940042827
329,3-belt parkway eb en pennsylvania avenue,136.9903846153846
330,3-belt parkway eb en ridge boulevard,183.59615384615384
331,3-belt parkway exit 14 eastbound,97.82211538461539
332,3-belt parkway wb en 4 avenue,30.13034188034188
333,3-belt parkway wb en flatbush avenue nb,87.45192307692308
335,3-bergen street,61.09243697478992
336,3-beverly road,69.69773299748111
337,3-blake avenue,174.6590909090909
338,3-bleecker street,13.19869706840391
339,3-bqe eastbound entrance sands street,199.34615384615384
340,3-bqe eb en williamsburg street east,239.98076923076923
341,3-bqe wb entrance metropolitan avenue,172.42222222222222
342,3-bqe wb entrance old fulton street,347.5576923076923
343,3-bqe westbound entrance sands street,150.53365384615384
344,3-brighton beach avenue,73.36752136752136
345,3-broadway,57.22641509433962
346,3-brooklyn avenue,82.66208791208791
347,3-brooklyn queens ep et 29 a eb,2.312937062937063
348,3-brooklyn queens ep et 32 b wb,159.1030303030303
349,3-brooklyn queens expressway,772.5882642998027
350,3-brooklyn queens expwy et 33 eb,96.36057692307692
351,3-brooklyn queens expwy et 34 wb,213.3028846153846
352,3-buckingham road,18.059171597633135
353,3-bushwick avenue,110.54945054945055
354,3-cadman plaza west,84.67307692307692
355,3-caton avenue,129.83484162895928
356,3-chestnut street,26.923076923076923
357,3-church avenue,66.55936454849498
358,3-classon avenue,105.66666666666667
359,3-columbia street,72.7
360,3-coney island avenue,59.64655172413793
361,3-connector,5.2905982905982905
362,3-conway street,12.770142180094787
363,3-cooper street,57.84653465346535
364,3-cornelia street,29.94101694915254
365,3-cortelyou road,69.92841880341881
366,3-court street,131.289156626506
367,3-crooke avenue,87.4090909090909
368,3-cropsey avenue,181.40384615384616
369,3-cropsey avenue bridge,223.55054613060656
370,3-dahill road,35.94
371,3-dahlgren place,153.86451612903227
372,3-dean street,53.201550387596896
373,3-decatur street,42.80437756497948
374,3-dekalb avenue,61.19442433019551
375,3-delevan street,19.146153846153847
376,3-diamond street,14.333333333333334
377,3-division avenue,50.60576923076923
378,3-dorchester road,74.43775100401606
379,3-douglass street,15.85576923076923
380,3-driggs avenue,60.52549019607843
381,3-east 102 street,31.445054945054945
382,3-east 103 street,25.466346153846153
383,3-east 105 street,39.598765432098766
384,3-east 2 street,19.5609756097561
385,3-east 24 street,13.285714285714286
386,3-east 28 street,18.20673076923077
387,3-east 32 street,13.336538461538462
388,3-east 51 street,14.412087912087912
389,3-east 52 street,28.173076923076923
390,3-east 59 street,11.898550724637682
391,3-east 7 street,35.66101694915254
392,3-east 9 street,13.572115384615385
393,3-east 92 street,39.89423076923077
394,3-east 93 street,11.4
395,3-east 94 street,19.724137931034484
396,3-east drive,16.198501872659175
397,3-east lake drive,1.3423799582463465
398,3-eastern parkway,25.74386339381003
399,3-emmons avenue,147.46601941747574
400,3-empire boulevard,119.19883040935673
401,3-evergreen avenue,102.0
402,3-farragut road,62.357314148681056
403,3-flatbush avenue,215.67308166790033
404,3-flatlands avenue,91.7
405,3-flushing avenue,100.82448036951502
406,3-forbell street,34.270531400966185
407,3-fort hamilton parkway,157.875
408,3-foster avenue,67.4010989010989
409,3-fountain avenue,76.77884615384616
410,3-franklin street,68.76497695852535
411,3-freeman street,24.976190476190474
412,3-fulton street,62.959030100334445
413,3-furman street,53.15384615384615
414,3-georgia avenue,40.22857142857143
415,3-glenwood road,39.10042735042735
416,3-gowanus ep wb en fort hamilton py,230.73076923076923
417,3-gowanus ep wb en hugh carey tnnl,378.6923076923077
418,3-gowanus expressway,867.526923076923
419,3-gowanus expressway exit 16 eb,501.0
420,3-gowanus expressway exit 24 wb,183.9145299145299
421,3-gowanus expwy wb en hamilton avenue,68.38216560509554
422,3-grand avenue,69.35830618892508
423,3-grand street,59.13873626373626
424,3-grand street bridge,74.41573033707866
425,3-greene avenue,23.620092378752886
426,3-greenpoint avenue,149.1179487179487
427,3-halsey street,36.77777777777778
428,3-hamilton avenue,248.79250720461096
429,3-hamilton avenue bridge,629.6365663322185
430,3-hancock street,51.56490384615385
431,3-harman street,30.502512562814072
432,3-hicks street,41.54545454545455
433,3-homecrest avenue,7.735576923076923
434,3-howard avenue,72.36541889483065
435,3-humboldt street,77.6
436,3-irving avenue,52.263565891472865
437,3-jackie robinson parkway,524.9172185430464
438,3-jamaica avenue,147.30769230769232
439,3-jay street,51.48076923076923
440,3-jefferson avenue,37.35576923076923
441,3-jj byrne memorial bridge,157.8083441981747
442,3-johnson avenue,61.92323651452282
443,3-kent street,13.822115384615385
444,3-kings highway,62.015916575192094
445,3-kingston avenue,73.63873626373626
446,3-knickerbocker avenue,57.77479892761394
447,3-kosciuszko bridge,1149.4423076923076
448,3-lafayette avenue,61.42307692307692
449,3-lincoln road,126.97727272727273
450,3-linden boulevard,112.44839800354211
451,3-linden street,41.64054848188051
452,3-livingston street,52.98076923076923
453,3-livonia avenue,20.853582554517136
454,3-lorimer street,36.050824175824175
