the_geom,PHYSICALID,L_LOW_HN,L_HIGH_HN,R_LOW_HN,R_HIGH_HN,L_ZIP,R_ZIP,STATUS,BIKE_LANE,TRAFDIR,RW_TYPE,PRE_TYPE,POST_TYPE,OBJECTID,FCC,Left side Block Face ID,Right Side Block Face ID,Average Travel Time,Roadway Jurisdiction,NOMINALDIR,ACCESSIBLE,NONPED,Borough Code,Borough Indicator,Segloc Status,San District Inc,Left Side Subset,Right Side Subset,Continuous Parity Flag,Twisted Parity Flag,Posted Speed,Segment Length,Street Width,Street Width IRR,Special Disaster,Fire Lane,CREATED_DATE,MODIFIED_DATE,WITHIN_BNDY_DIST,TRUCK ROUTE TYPE,Collection Method,FROM_LEVEL_CODE,TO_LEVEL_CODE,B5SC,Snow Priority,JOINID,BPHYS_ID,Cartography Display Level,Number Travel Lanes,Number Park Lanes,Number Total Lane,Pre-Modifier,Pre-Directional,Post Directional,Post Modifier,Full Street Name,BIKE TRAFFIC DIRECTION,SHAPE__Length,GlobalID,SEGMENT_TYPE,SEGMENT_TYPE_VALUE,STREET NAME,Street Name Label,nearest_station,normalized_street_name,in_dot_dataset
"MULTILINESTRING ((-73.823724306167 40.617340915427, -73.823799354553 40.61730672938))",176247,,,,,11693.0,11693.0,2,,NV,6,,,112749,,,,,,,,,4,,,,,,,N,,24.27411704,,,,,09/22/2016 04:33:46 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,400453,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,9.74318727958051,744d130c-afdc-4d97-b663-c1dfe93b4ffb,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,3,4-pedestrian and bike path link,False
"MULTILINESTRING ((-73.919013458533 40.799197466298, -73.91854474163 40.799837885833, -73.917761617922 40.800899943819))",132833,,,,,10454.0,10454.0,2,4.0,NV,3,,,102472,,,,,,,,D,2,,,,,,,N,,,,,,,06/01/2011 04:39:49 PM +0000,03/17/2017 09:55:46 AM +0000,,,,21,21,298320,V,,,,,,,,,,,RFK BR BRONX PED AND BIKE PATH,TW,286.52830247875903,521bc2b8-3595-4ee0-bc45-928dd2e393cb,,,RFK BR BRONX PED AND BIKE PATH,RFK BR BRONX PED AND BIKE PATH,4,2-rfk br bronx ped and bike path,False
"MULTILINESTRING ((-73.884286747898 40.820792009298, -73.884403752219 40.820927166939, -73.884640398711 40.821417631373))",200156,,,,,10474.0,10474.0,2,,FT,9,,,131766,,,,,,,,,2,,,,,,,N,,249.256766,,,,,05/31/2023 03:08:35 PM +0000,10/10/2024 10:09:48 AM +0000,,,,13,17,201152,C,,,,,,,,,,,SHERIDAN BLVD ENTRANCE RAMP,,100.57524446446764,4312a738-2ad6-4fcb-9981-e90d2146efd8,,,SHERIDAN BLVD ENTRANCE RAMP,SHERIDAN BLVD ENTRANCE RAMP,5,2-sheridan boulevard entrance ramp,False
"MULTILINESTRING ((-74.23019028226 40.527716551172, -74.230109332523 40.527832610936, -74.229980620844 40.52897869538), (-74.229980620844 40.52897869538, -74.229969408824 40.529045600601, -74.229963910124 40.529112919984, -74.229964147922 40.52918036977), (-74.229964147922 40.52918036977, -74.229970121427 40.529247665337, -74.229981805198 40.52931452333, -74.229999149986 40.52938066194), (-74.229999149986 40.52938066194, -74.230048876425 40.529540202885), (-74.230048876425 40.529540202885, -74.230050295719 40.529546047446, -74.230051044846 40.529551963935, -74.230051118151 40.529557907698, -74.230050515082 40.529563833874, -74.23004924019 40.529569697737, -74.230047303098 40.529575455028, -74.230044718424 40.529581062295, -74.230041505678 40.529586477218, -74.230037689107 40.529591658927), (-74.230037689107 40.529591658927, -74.230033297529 40.529596568294, -74.230028364081 40.529601168287, -74.230022925998 40.529605424189, -74.230017024323 40.529609303879, -74.230010703599 40.529612778076, -74.23000401153 40.529615820558, -74.229996998624 40.529618408363, -74.22998971781 40.529620521959, -74.22998222404 40.529622145395), (-74.22998222404 40.529622145395, -74.229841472882 40.529647808236, -74.22969978357 40.529670265197, -74.229557281484 40.529689496408), (-74.229557281484 40.529689496408, -74.229414092918 40.529705484987, -74.229270344379 40.529718216665, -74.22912616307 40.529727680177), (-74.22912616307 40.529727680177, -74.228675022098 40.529760692506), (-74.228675022098 40.529760692506, -74.228466547331 40.529752056531, -74.22825776726 40.529751459035, -74.22804921389 40.529758901542), (-74.22804921389 40.529758901542, -74.227841417767 40.529774364241, -74.227634909224 40.529797808631, -74.227430214482 40.529829174961), (-74.227430214482 40.529829174961, -74.2272593886 40.529850742421, -74.227086724768 40.529860624182, -74.226913593203 40.529858741831), (-74.226913593203 40.529858741831, -74.226479771424 40.5298283778), (-74.226479771424 40.5298283778, -74.226418479057 40.529822834598, -74.226357999217 40.529813435638, -74.226298747782 40.52980024555, -74.226241132183 40.52978335503), (-74.226241132183 40.52978335503, -74.226015180901 40.529687462373, -74.225894166928 40.52972213818))",124590,,,,,10309.0,10309.0,2,1.0,NV,6,,,100625,,,,,,,,,5,,,,,,,N,,,,,,,04/04/2011 11:01:41 AM +0000,12/10/2024 03:43:26 PM +0000,,,,13,13,500098,,,,,,,,,,,,VETERANS ROAD GREENWAY,TW,750.2256812816612,a12d4d18-b12d-4897-a343-769d6ef204a3,,,VETERANS ROAD GREENWAY,VETERANS ROAD GREENWAY,6,5-veterans road greenway,False
"MULTILINESTRING ((-73.820259507191 40.727508159151, -73.82031647675 40.727491534061, -73.820910015525 40.727318290946))",107692,,,,,,,2,,TW,10,,,97235,,,,,,,,,4,,I,,,,,N,,193.11378699,,,,,11/29/2007 12:00:00 AM +0000,11/07/2015 12:00:00 AM +0000,,,,13,13,413170,,,,,,,,,,,,ALLEY,,77.59963803978727,69183d9a-68cb-463b-b1fe-04e99b0e7a13,,,ALLEY,ALLEY,4,4-alley,False
"MULTILINESTRING ((-73.977109933478 40.652529558896, -73.977062492303 40.652170092295), (-73.977062492303 40.652170092295, -73.977002668766 40.651845423002, -73.976956190425 40.651519487084, -73.976923102653 40.651192602689), (-73.976923102653 40.651192602689, -73.976890935512 40.650870146692))",90865,,,,,11218.0,11218.0,2,,FT,9,,,82207,,1922601883.0,1922609111.0,,,,,V,3,,,,1D,1D,,N,,,14.0,,,,11/29/2007 12:00:00 AM +0000,12/19/2022 02:58:09 PM +0000,,,,13,13,310940,C,,,,1.0,0.0,1.0,,,,,PROSPECT EXPRESSWAY EXIT 5 EB,,244.7633482438499,bcb545a5-c765-4f72-8b1d-488dd3432c7f,,,PROSPECT EXPRESSWAY EXIT 5 EB,PROSPECT EXPRESSWAY EXIT 5 EB,1,3-prospect expressway exit 5 eb,False
"MULTILINESTRING ((-73.987847266377 40.781873250994, -73.987848127938 40.781869412213, -73.987848535703 40.781865530325, -73.98784848642 40.781861636262, -73.987847980484 40.781857761056, -73.987847021926 40.781853935585, -73.987845618383 40.781850190334, -73.987843781041 40.781846555147, -73.98784152454 40.78184305899, -73.987838866861 40.781839729725, -73.987835829183 40.78183659388, -73.987832435711 40.781833676443, -73.987828713487 40.781831000663, -73.987824692171 40.781828587862), (-73.987824692171 40.781828587862, -73.987799564415 40.781808485937, -73.987772192075 40.78179015565, -73.987742790516 40.781773741224, -73.987711591066 40.781759371808), (-73.987711591066 40.781759371808, -73.987690889018 40.781753457009, -73.987669585732 40.781748941205, -73.987647844484 40.781745859005, -73.987625831904 40.781744234033, -73.987603716706 40.781744078744, -73.987581668386 40.781745394328, -73.987559855932 40.781748170702), (-73.987559855932 40.781748170702, -73.987488123197 40.781758648349, -73.98742098964 40.781766330791), (-73.98742098964 40.781766330791, -73.987363682086 40.781764500202, -73.987306844205 40.781758641266, -73.987250965012 40.781748804389, -73.987196525273 40.781735074204, -73.98714399337 40.781717568837, -73.98709382127 40.781696438896), (-73.98709382127 40.781696438896, -73.98692249431 40.781605664233))",195722,,,,,10023.0,10023.0,2,1.0,NV,3,,,121042,,,,,,,,D,1,,,,,,,N,,,,,,,05/11/2011 07:25:30 PM +0000,09/28/2023 01:43:10 PM +0000,,,,13,13,100244,V,,,,,,,,,,,HUDSON RIVER GREENWAY,TW,118.23384703052326,035ff136-9edb-436e-9342-cf1da94b3eff,,,HUDSON RIVER GREENWAY,HUDSON RIVER GREENWAY,1,1-hudson river greenway,False
"MULTILINESTRING ((-74.013820743218 40.702244928555, -74.013658182825 40.702255868226, -74.013448699775 40.702261743618, -74.013047098711 40.702283173864), (-74.013047098711 40.702283173864, -74.013032241895 40.702281071262, -74.013017696463 40.702277952984, -74.013003582038 40.702273844676, -74.0129900147 40.702268780125, -74.012977106031 40.702262800983, -74.012964962193 40.702255956422, -74.012953683061 40.702248302735), (-74.012953683061 40.702248302735, -74.012943170248 40.70223973211, -74.012933742439 40.702230459202, -74.012925480223 40.702220563274, -74.012918454224 40.702210128914, -74.012912724497 40.702199245314), (-74.012912724497 40.702199245314, -74.012904089531 40.702157081187))",198942,,,,,10004.0,10004.0,2,1.0,NV,6,,,131181,,0.0,0.0,,,,,D,1,,,,,,,N,,,0.0,,,,05/18/2011 11:42:25 AM +0000,11/30/2022 02:50:52 PM +0000,,,,13,13,100736,,,,,0.0,0.0,0.0,,,,,PETER MINUIT PLAZA GREENWAY,TW,112.96848708448368,39a380e8-3d90-46b6-b3f4-5df0cb350bb5,,,PETER MINUIT PLAZA GREENWAY,PETER MINUIT PLAZA GREENWAY,1,1-peter minuit plaza greenway,False
"MULTILINESTRING ((-73.919847123343 40.797908186546, -73.919784942942 40.798141190495, -73.919239135373 40.798889327257))",179433,,,,,10035.0,10035.0,2,4.0,NV,3,,,114235,,,,,,,,D,1,,,,,,,N,,,,,,,06/01/2011 04:52:21 PM +0000,03/21/2017 02:57:38 PM +0000,,,,13,21,197720,V,,,,,,,,,,,RFK BRIDGE BRONX PED AND BIKE PATH,TW,160.63289149425157,d15fc4fc-54dc-4e0a-a96e-8e4048bac2bc,,,RFK BRIDGE BRONX PED AND BIKE PATH,RFK BRIDGE BRONX PED AND BIKE PATH,4,1-rfk bridge bronx ped and bike path,False
"MULTILINESTRING ((-73.93874750026 40.786618687461, -73.938784258374 40.786629969882, -73.938978804848 40.786406606575, -73.939017917674 40.786361849782, -73.939017801877 40.786322715315))",176248,,,,,10029.0,10029.0,2,1.0,NV,3,,,112750,,,,,,,,D,1,,,,1B,1B,,N,,10.76542517,,,,,09/23/2016 09:35:50 AM +0000,12/08/2021 12:12:20 PM +0000,,,,17,17,197510,V,,,,,,,,E,,,E  103 STREET FOOTBRIDGE,TW,57.39743796643515,2535a903-6131-42bc-a04b-38c0afa004fd,,,103 STREET FOOTBRIDGE,E 103 STREET FOOTBRIDGE,4,1-east 103 street footbridge,False
"MULTILINESTRING ((-73.894327325613 40.695147319683, -73.894192042266 40.694839998029))",168765,,,,,11385.0,11385.0,2,,TW,10,,,109609,,,,,,,,,4,,H,,4C,4C,,N,,121.10889901,,,,,08/27/2015 11:17:29 AM +0000,02/05/2016 11:16:52 AM +0000,,,,13,13,413170,,,,,,,,,,,,ALLEY,,47.568504816178354,fd231320-e41d-4d62-987d-6a74a42eb24e,,,ALLEY,ALLEY,4,4-alley,False
"MULTILINESTRING ((-73.862932602203 40.766112736179, -73.863067991621 40.766342068975))",195308,,,,,11368.0,11368.0,2,,FT,9,,,121171,,,,,,,,V,4,,,,,,,N,,91.58442923,,,,,05/20/2022 01:48:43 PM +0000,10/04/2023 11:34:55 AM +0000,,,,13,13,410630,C,,,,,,,,,,,GRAND CENTRAL PARKWAY ET 7 WB,,36.92328761322207,1e27f460-05d8-42c3-9d3e-02c8521684f0,,,GRAND CENTRAL PARKWAY ET 7 WB,GRAND CENTRAL PARKWAY ET 7 WB,4,4-grand central parkway et 7 wb,False
"MULTILINESTRING ((-74.016604225474 40.712074301304, -74.016607366646 40.712058199245, -74.016608597248 40.712041947698, -74.016607907359 40.712025677656, -74.016605302541 40.712009520263, -74.016600803789 40.711993605754, -74.016594447365 40.711978062409, -74.016586284506 40.711963015512, -74.016576381006 40.711948586348, -74.016564816692 40.711934891224, -74.016551684778 40.711922040528, -74.016537091113 40.711910137843), (-74.016537091113 40.711910137843, -74.015787078138 40.711577119529))",174121,,,,,10280.0,10280.0,2,1.0,NV,6,,,111869,,,,,,,,,1,,,,,,,N,,305.99769523,,,,,06/22/2016 11:51:30 AM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,100724,,,,,,,,,,,,NORTH COVE BIKE PATH,TW,123.04265089874872,b5bb55a0-a226-48c1-b85b-b3ff30e1b5e5,,,NORTH COVE BIKE PATH,NORTH COVE BIKE PATH,1,1-north cove bike path,False
"MULTILINESTRING ((-73.88075769317 40.83575656981, -73.880788342982 40.835709543891, -73.880813696419 40.835660732617, -73.880833575125 40.835610479363, -73.880847839253 40.835559137653, -73.88085638846 40.835507068665, -73.880859162601 40.835454638697), (-73.880859162601 40.835454638697, -73.880856141968 40.835402216571, -73.880847347997 40.835350171097, -73.880832842554 40.835298868412, -73.880812727682 40.835248669424, -73.880787144887 40.83519992728, -73.880756274141 40.83515298488), (-73.880756274141 40.83515298488, -73.88072952735 40.835134386321, -73.880700830654 40.835117547603, -73.880670384179 40.835102586157, -73.880638400253 40.835089606322, -73.880605101925 40.835078698619, -73.880570721411 40.835069939117, -73.880535498475 40.835063388904, -73.880499678753 40.83505909366, -73.880463512047 40.83505708334, -73.880427250575 40.835057371964), (-73.880427250575 40.835057371964, -73.880391147557 40.835059957481, -73.880355454422 40.835064821857, -73.880320420082 40.835071931169, -73.880286288857 40.835081235839, -73.880253298766 40.835092670978, -73.880221679874 40.835106156839, -73.880191652679 40.835121599375, -73.880163426582 40.835138890893, -73.880137198424 40.835157910806, -73.880113151111 40.835178526475))",198716,,,,,10472.0,10472.0,2,,NV,6,,,131214,,,,,,,,,2,,,,,,,N,,229.47844975,,,,,11/18/2022 03:35:27 PM +0000,10/10/2024 10:09:48 AM +0000,,,,13,13,200106,,,,,,,,,,,,BRONX RIVER GREENWAY,,173.4162610860816,6ebb13d9-2228-4d04-8888-02d334537337,,,BRONX RIVER GREENWAY,BRONX RIVER GREENWAY,5,2-bronx river greenway,False
"MULTILINESTRING ((-73.921646437555 40.878206817686, -73.921537784101 40.878277801137))",176389,,,,,10463.0,10463.0,2,4.0,NV,6,,,112831,,,,,,,,,2,,,,,,,N,,39.6442672,,,,,09/27/2016 02:24:21 PM +0000,05/16/2017 12:00:00 AM +0000,,,,13,13,200562,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,TW,15.984786699456382,21c664fa-9a95-42b0-bdb0-35d528fe1821,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,5,2-pedestrian and bike path link,False
"MULTILINESTRING ((-73.766292125157 40.735961139729, -73.766704402254 40.735779299631, -73.766797031699 40.735613214284))",176241,,,,,11364.0,11364.0,2,,NV,6,,,112744,,,,,,,,D,4,,,,,,,N,,197.80315361,,,,,09/22/2016 04:06:46 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,400080,,,,,,,,,,,,CUNNINGHAM PARK GREENWAY,,79.59274842613334,f6633a51-5286-4ff6-a9b4-99ca4f5f11e0,,,CUNNINGHAM PARK GREENWAY,CUNNINGHAM PARK GREENWAY,3,4-cunningham park greenway,False
"MULTILINESTRING ((-73.924044770624 40.734523549186, -73.924080454058 40.734379676454, -73.924128624795 40.734237924696, -73.924189069961 40.734098920354), (-73.924189069961 40.734098920354, -73.92426152434 40.733963278117, -73.924345665827 40.733831597146, -73.924441122587 40.73370445939))",183072,,,,,11378.0,11378.0,2,,FT,9,,,115392,,,,,,,,V,4,,,,,,,N,,154.93848828,,,,,12/18/2017 02:13:47 PM +0000,10/10/2024 10:09:48 AM +0000,,3.0,,13,13,437395,V,,,,,,,,,,,CONNECTOR RD TO BQE WB,,128.99071733739828,4c56e742-7fc6-4f52-82e3-00fc070cac61,,,CONNECTOR RD TO BQE WB,CONNECTOR RD TO BQE WB,4,4-connector road to bqe wb,False
"MULTILINESTRING ((-73.826274423173 40.861143458335, -73.826271420578 40.86114037997, -73.826268793532 40.861137109652, -73.826266563185 40.86113367371, -73.826264747496 40.861130099809, -73.826263361081 40.861126416724, -73.826262415106 40.861122654108, -73.826261917184 40.861118842255, -73.826261871326 40.861115011856, -73.826262277901 40.861111193751, -73.826263133635 40.86110741868, -73.826264431638 40.861103717037, -73.82626616146 40.861100118627), (-73.82626616146 40.861100118627, -73.826268309269 40.861096652417, -73.82627085768 40.861093346327, -73.826273786176 40.861090226975, -73.826277071178 40.861087319478, -73.826280686236 40.861084647243, -73.826284602244 40.861082231789, -73.826288787673 40.861080092561, -73.826293208823 40.861078246784, -73.826297830098 40.86107670932, -73.82630261429 40.861075492547, -73.826307522878 40.861074606262, -73.826312516342 40.861074057601), (-73.826312516342 40.861074057601, -73.826375643382 40.86105402879, -73.826437269372 40.861031465633, -73.826497217948 40.861006432698), (-73.826497217948 40.861006432698, -73.82651683354 40.860999381921, -73.826536956737 40.860993210529, -73.826557519209 40.860987939477), (-73.826557519209 40.860987939477, -73.826595852844 40.860976941782, -73.826632883546 40.860963616942, -73.826668366697 40.860948052976, -73.826702067898 40.860930352698), (-73.826702067898 40.860930352698, -73.82673514929 40.860909693438, -73.826765801645 40.860886976906, -73.826793803725 40.860862367061, -73.82681895342 40.860836041525, -73.826841069208 40.860808190306, -73.826859991465 40.860779014423, -73.826875583616 40.860748724455, -73.826887733123 40.860717539024), (-73.826887733123 40.860717539024, -73.827081541314 40.860405476227, -73.827168689236 40.860199753923), (-73.827168689236 40.860199753923, -73.827175112356 40.860179492339, -73.827179199131 40.860158884454, -73.827180918826 40.860138085256, -73.827180258507 40.860117251171, -73.827177223141 40.860096538886, -73.827171835555 40.860076104176), (-73.827171835555 40.860076104176, -73.82706310222 40.859778600249, -73.826966344891 40.859511801459))",199031,,,,,10475.0,10475.0,2,1.0,NV,6,,,131394,,,,,,,,,2,,,,,,,N,,33.50638118,,,,,06/13/2016 03:39:31 PM +0000,12/15/2022 09:43:19 AM +0000,,,,13,13,200107,,,,,,,,,,,,BRUCKNER EXPRESSWAY GREENWAY,TW,287.2362308944787,4aff6c2e-96af-43a0-aaf9-1f9363635cef,,,BRUCKNER EXPRESSWAY GREENWAY,BRUCKNER EXPRESSWAY GREENWAY,5,2-bruckner expressway greenway,False
"MULTILINESTRING ((-74.065007282439 40.616389033019, -74.065620510181 40.616158522596, -74.065766343966 40.616359393904))",169537,,,,,10305.0,10305.0,2,,TW,8,,,109989,,,,,3.0,,,,5,,,,,,,N,,283.74993764,,,,,12/04/2015 09:02:29 AM +0000,01/12/2016 12:00:00 AM +0000,,,,13,13,500026,,,,,,,,,,,,DRIVEWAY,,109.81040818622066,4ef0e8d3-8413-4969-8a20-9cbd27dc6708,,,DRIVEWAY,DRIVEWAY,6,5-driveway,False
"MULTILINESTRING ((-73.870644558844 40.865254248511, -73.870585705044 40.865322839561))",129670,,,,,10467.0,10467.0,2,1.0,NV,6,,,101593,,,,,,,,D,2,,,,,,,N,,,,,,,05/06/2011 12:28:07 PM +0000,04/19/2018 03:17:22 PM +0000,,,,13,13,200106,,,,,,,,,,,,BRONX RIVER GREENWAY,TW,12.035929001852235,182c22e4-4150-4369-bde3-4c7dc5edc9ac,,,BRONX RIVER GREENWAY,BRONX RIVER GREENWAY,5,2-bronx river greenway,False
"MULTILINESTRING ((-73.887587398551 40.88426389659, -73.887440783461 40.884190647181, -73.88720396971 40.884228645659, -73.88704960629 40.884243798061))",128391,,,,,10463.0,10463.0,2,1.0,NV,6,,,101270,,,,,,,,,2,,,,,,,N,,,,,,,04/27/2011 11:00:39 AM +0000,04/19/2018 03:17:22 PM +0000,,,,13,13,200173,,,,,,,,,,,,MOSHOLU PARKWAY GREENWAY,TW,63.83984490754408,77ab1e63-e26a-4ae8-9d5d-9aeeefa4b176,,,MOSHOLU PARKWAY GREENWAY,MOSHOLU PARKWAY GREENWAY,5,2-mosholu parkway greenway,False
"MULTILINESTRING ((-73.817347685944 40.746457420322, -73.817228165145 40.746775827082, -73.817088799142 40.747134033142, -73.816920228455 40.747212920622))",126133,,,,,11355.0,11355.0,2,,NV,6,,,100878,,,,,,,,D,4,,,,,,,N,,,0.0,,,,04/14/2011 12:53:41 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,400090,,,,,0.0,0.0,0.0,,,,,KISSENA PARK GREENWAY,,125.56985851471056,7a0fab2f-47ce-400e-8b37-cce42202eea6,,,KISSENA PARK GREENWAY,KISSENA PARK GREENWAY,4,4-kissena park greenway,False
"MULTILINESTRING ((-74.104129642857 40.645521405915, -74.10412685047 40.64555113051, -74.103714011659 40.645564427225, -74.103125818303 40.645558494449, -74.102715740267 40.645528706663, -74.102461182245 40.645492316544, -74.102104763816 40.645417245899, -74.101966155195 40.645387214089, -74.101714370289 40.645314203325, -74.101750884684 40.645254306729))",123902,,,,,10310.0,10310.0,2,1.0,NV,6,,,100441,,,,,,,,D,5,,,,,,,N,,,,,,,03/29/2011 05:09:26 PM +0000,04/19/2018 03:17:01 PM +0000,,,,13,13,500307,,,,,,,,,,,,SNUG HARBOR GREENWAY,TW,287.45892244632233,e65b126b-2b60-4387-8cc4-393a1b0e675b,,,SNUG HARBOR GREENWAY,SNUG HARBOR GREENWAY,6,5-snug harbor greenway,False
"MULTILINESTRING ((-73.892647806877 40.817905429147, -73.892587207168 40.818022713413, -73.89253842131 40.818112716735))",193425,,,,,10459.0,10459.0,2,,FT,1,,,119777,,,,,,,,,2,,,,,,,N,,45.90506123,,,,,09/09/2021 01:47:47 PM +0000,10/11/2022 09:44:52 AM +0000,,,,13,13,210010,V,,,,,,,,,,,CONNECTOR,,32.833468824967866,de971b70-ef37-4eff-a852-ceaeab699958,,,CONNECTOR,CONNECTOR,5,2-connector,False
"MULTILINESTRING ((-73.964032057469 40.719914580644, -73.964009773414 40.720032632364, -73.964253933511 40.720218551818, -73.964106630755 40.720441279501, -73.96424198477 40.720620472637))",178637,,,,,11249.0,11249.0,2,,NV,6,,,113828,,,,,,,,,3,,,,,,,N,,313.68431954,,,,,02/13/2017 04:57:55 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,300563,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,,122.96500347624966,84eacd17-e7fb-458d-b447-dc74afeb2626,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,1,3-pedestrian and bike path link,False
"MULTILINESTRING ((-73.995643575885 40.699764006613, -73.995785296212 40.699794610577), (-73.995785296212 40.699794610577, -73.995804060998 40.699784885665, -73.995823830674 40.699776391886, -73.995844466131 40.699769189004, -73.995865822168 40.699763327704, -73.995887748517 40.699758849228, -73.995910090894 40.699755785088, -73.995932692088 40.699754156846, -73.995955393067 40.699753975959, -73.995978034098 40.6997552437), (-73.995978034098 40.6997552437, -73.996009628133 40.699762685605, -73.996040248683 40.699772196822, -73.996069662266 40.699783704827, -73.9960976446 40.699797121869, -73.996123982318 40.699812345643, -73.996148474593 40.699829260063), (-73.996148474593 40.699829260063, -73.996177159233 40.699795676992, -73.996358446357 40.699532910964, -73.996529593215 40.699168236144))",200999,,,,,11201.0,11201.0,2,,NV,6,,,132226,,,,,,,,,3,,,,,,,N,,384.14949687,,,,,09/13/2018 02:12:51 PM +0000,09/11/2023 03:06:17 PM +0000,,,,13,13,311695,,,,,,,,,,,,BROOKLYN HEIGHTS PROMENADE,,167.5205420393058,7be7bf44-f788-4910-a92d-34d73b14cdce,,,BROOKLYN HEIGHTS PROMENADE,BROOKLYN HEIGHTS PROMENADE,1,3-brooklyn heights promenade,False
"MULTILINESTRING ((-74.108884249796 40.617931363549, -74.108987414451 40.61792198183, -74.109201529073 40.617924093039, -74.109350225568 40.617935441996, -74.109621376129 40.617982659279, -74.109754872371 40.617999479967, -74.109826574328 40.618002166667, -74.1098364164 40.618001121934, -74.109881977667 40.617996287732, -74.110054916041 40.617967125032))",66680,,,,,,,2,1.0,NV,6,,,60635,,,,,,,,D,5,,,,,,,N,,329.19527332,,,,,11/29/2007 12:00:00 AM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,510025,,,,,,,,,,,,CLOVE LAKES PARK PATH,TW,132.0120328197869,80e3151b-a394-460d-a91c-8d48792014d8,,,CLOVE LAKES PARK PATH,CLOVE LAKES PARK PATH,6,5-clove lakes park path,False
"MULTILINESTRING ((-73.928170166605 40.790738593924, -73.928199953126 40.790755742653, -73.92823163317 40.79077080414, -73.928264954283 40.790783658363, -73.928299650931 40.79079420289, -73.928335446622 40.790802353693), (-73.928335446622 40.790802353693, -73.928454544262 40.790827444886), (-73.928454544262 40.790827444886, -73.928522830677 40.790839721764, -73.928590266181 40.790854467303, -73.928656696371 40.790871647737), (-73.928656696371 40.790871647737, -73.929150229967 40.791068515137), (-73.929150229967 40.791068515137, -73.929267956341 40.791113949414, -73.929390236525 40.791151803701, -73.929516227391 40.791181817005))",137923,,,,,10035.0,10035.0,2,1.0,NV,6,,,103264,,,,,,,,D,1,,,,,,,N,,,,,,,06/09/2011 12:11:12 PM +0000,01/22/2025 09:02:07 AM +0000,,,,13,13,113585,,,,,,,,,,,,HARLEM RIVER PATHWAY,TW,164.23676189264862,c01179b8-b8a8-4d71-a468-4dd1f7f11475,,,HARLEM RIVER PATHWAY,HARLEM RIVER PATHWAY,4,1-harlem river pathway,False
"MULTILINESTRING ((-73.762734258424 40.735270414872, -73.763498147109 40.73505588545))",127312,,,,,11364.0,11364.0,2,1.0,NV,6,,,101041,,,,,,,,D,4,,X,,,,,N,,707.17754035,,,,,11/29/2007 12:00:00 AM +0000,04/19/2018 03:18:04 PM +0000,,,,13,13,400097,,,,,,,,,,,,VANDERBILT MOTOR PARKWAY,TW,90.68834079023982,c44aa5ff-1924-4879-9597-e9072b54e89c,,,VANDERBILT MOTOR PARKWAY,VANDERBILT MOTOR PARKWAY,3,4-vanderbilt motor parkway,False
"MULTILINESTRING ((-74.074576396553 40.581250788702, -74.075110687712 40.580647337997, -74.07527453228 40.580485324182, -74.075499364908 40.580253861571, -74.075735542528 40.5800426988, -74.075861182592 40.579955962418, -74.076032601298 40.579802652202))",133824,,,,,10305.0,10305.0,2,1.0,NV,6,,,102699,,,,,3.0,,,D,5,,,,,,,N,,350.66344087,,,,,03/28/2011 05:44:39 PM +0000,04/19/2018 03:17:43 PM +0000,,,,13,13,500233,,,,,,,,,,,,SOUTH BEACH GREENWAY,TW,267.6780367825747,1079f4cd-7a5e-484e-8688-f4dff69bfb40,,,SOUTH BEACH GREENWAY,SOUTH BEACH GREENWAY,6,5-south beach greenway,False
"MULTILINESTRING ((-73.923488655137 40.876962193901, -73.923455119572 40.876940442959, -73.923423469571 40.876919223133))",130356,,,,,10034.0,10034.0,2,,NV,6,,,101750,,,,,,,,D,1,,,,,,,N,,,,,,,05/10/2011 06:29:38 PM +0000,04/27/2017 02:05:46 PM +0000,,,,13,13,100735,,,,,,,,,,,,INWOOD HILL PARK GREENWAY,,9.62730672869785,821427b0-ec9f-427d-8c70-f97ca83dba14,,,INWOOD HILL PARK GREENWAY,INWOOD HILL PARK GREENWAY,5,1-inwood hill park greenway,False
"MULTILINESTRING ((-74.012828012825 40.702416864112, -74.012904089531 40.702157081187))",176757,,,,,10004.0,10004.0,2,1.0,NV,6,,,112978,,,,,,,,,1,,,,,,,N,,96.96876385,,,,,10/18/2016 02:31:31 PM +0000,05/02/2022 04:20:19 PM +0000,,,,13,13,100771,,,,,,,,,,,,PEDESTRIAN AND BIKE PATH LINK,FT,39.07491069913122,9d490fab-19aa-4140-9fad-290823067063,,,PEDESTRIAN AND BIKE PATH LINK,PEDESTRIAN AND BIKE PATH LINK,1,1-pedestrian and bike path link,False
