normalized_street_name,Vol
4-hillside avenue,232.53689167974883
4-himrod street,41.95260663507109
4-hollis avenue,50.560673162090346
4-hollis court boulevard,61.58860759493671
4-hook creek bridge,465.6680537772087
4-horace harding expressway sr north,105.64504504504505
4-horace harding expressway sr south,126.39209225700165
4-hoyt avenue north,305.32239382239385
4-hunters point bridge,11.77262443438914
4-jackie robinson parkway,426.19539170506914
4-jackson avenue,151.4223194748359
4-jamaica avenue,133.81593406593407
4-jericho turnpike,198.50052029136316
4-jj byrne memorial bridge,165.72282608695653
4-junction boulevard,67.888
4-juniper boulevard south,57.48201438848921
4-kew forest lane,17.21153846153846
4-kissena boulevard,78.72184065934066
4-kosciuszko bridge,1168.4975961538462
4-la guardia arpt entrance,155.4943538268507
4-liberty avenue,138.78512151748666
4-linden boulevard,143.12914834066373
4-long island expressway,549.2252316464718
4-long island expwy et 19 wb,211.06410256410257
4-main avenue,24.027415143603132
4-main street,101.46739130434783
4-marathon parkway,60.84905660377358
4-maurice avenue,101.49358974358974
4-merrick boulevard,169.75120076849183
4-metropolitan avenue,194.02884615384616
4-myrtle avenue,72.20514761544284
4-north channel bridge,185.26427469135803
4-north conduit avenue,334.8131868131868
4-northern boulevard,213.72181938035595
4-park drive east,73.3385989010989
4-park lane,70.15384615384616
4-park lane south,96.08068459657702
4-parsons boulevard,68.66071428571429
4-pitkin avenue,35.84905660377358
4-pulaski bridge,214.65588521400778
4-queens boulevard,216.3572953736655
4-queens midtown expressway bridge,424.89406779661016
4-review avenue,89.93509615384616
4-rikers island bridge,60.265694076038905
4-rockaway beach boulevard,75.05992366412214
4-rockaway boulevard,278.9393459915612
4-rockaway freeway,20.733250620347395
4-roosevelt avenue,103.07239952718676
4-roosevelt avenue bridge,114.48214821482148
4-rust street,148.83333333333334
4-seagirt boulevard,151.8836865450961
4-shore front parkway,60.285714285714285
4-skillman avenue,78.51923076923077
4-sound street,142.36813186813185
4-south conduit avenue,543.0989010989011
4-steinway street,22.142857142857142
4-sunrise highway,449.99477806788514
4-sutter avenue,94.91868460388639
4-thomson avenue,218.96703296703296
4-thornhill avenue,2.441666666666667
4-union hall street,33.58536585365854
4-union turnpike,131.43492747941983
4-utopia parkway,63.57954545454545
4-van dam street,121.54807692307692
4-van wyck expressway,823.375
4-van wyck expressway exit 9 nb,110.29395604395604
4-vernon boulevard,108.66666666666667
4-wexford terrace,8.5
4-whitestone expressway,1131.2830188679245
4-whitestone expressway et 14 nb,173.31043956043956
4-whitestone expressway sr east,17.62857142857143
4-whitestone expwy sb en ulmer street,211.4054794520548
4-willets point boulevard,83.26923076923077
4-wood street,34.6
4-woodhaven boulevard,282.6461538461538
4-woodside avenue,59.65934065934066
5-albee avenue,136.6590909090909
